"Вопрос 1:
Юнит не подключается к защищенной сети. При вызове run cert_mgr check показывает что сертификаты в статусе Inactive, но проверка отзыва сертификатов отключена. Всё делалось по инструкции: https://doc.s-terra.ru/rh_output/4.3/Scenarios/output/mergedProjects/ver_4_3_scn_1_22_Unit_CLI/ver_4_3_scn_1_22_Unit_CLI.htm.При сохранении конфигурации было сообщение ""structure 'Filter' '' is not accepted: port s protocols and source IP addresses can't be specified for a Filter bound to IPsecAction with PersistentConnection flag"", но потом пропало.";Ответ 1:Политика не сконвертировалась в LSP конфигурацию.LSP конфигурация с Юнита не соответствует cisco-like конфигурациина Юните конфигурация не сконвертировалась
Вопрос 1:Как корректно выпустить локальный сертификат для других КШ?Локальный сертификат содержит сам сертификат и контейнер.;"Ответ 1:Если есть С-Терра КП и в него заведены vpn устройства, то можно настроить взаимодействие КП и MS CA для автоматического выпуска сертификатов. 

Для настройки взаимодействия в КП нужно указать адрес машины, на которой он установлен (между КП и этой машиной должна быть сетевая связность). Если УЦ настроен на той же машине, что и КП, то  можно указать адрес 127.0.0.1
Подробно по ссылке ниже:
https://doc.s-terra.ru/rh_output/4.3/KP/output/index.htm#t=mergedProjects%2FAdmin_guide%2F%D0%97%D0%B0%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B0%D0%B4%D1%80%D0%B5%D1%81%D0%B0_%D0%A3%D0%B4%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D0%B5%D1%80%D1%8F%D1%8E%D1%89%D0%B5%D0%B3%D0%BE_%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B0.htm

Далее, при формировании настроек из КП для vpn устройства (шлюза)  запрос на сертификат и сам сертификат формируются из КП. 
Сценарий по ссылке ниже:
https://doc.s-terra.ru/rh_output/4.3/Scenarios/output/index.htm#t=mergedProjects%2Fver_4_3_scn_1_12_KP_deploy_from_scratch%2Fver_4_3_scn_1_12_KP_d"
Вопрос 2:Я хочу выпустить сертификат с помощью MSCA. Без промежуточного КП. Именно локальный сертификат, который состоит из сертификата и контейнера, без запроса со стороны КШ или КП.;"Ответ 2:Сценария, чтобы  полностью выпустить и контейнер и локальный сертификат на MS CA - у нас нет. 
Если не задействовать КП. 
Тогда можно использовать  такой вариант. 
1. С помощью команды cert_mgr create создать на шлюзе запрос на сертификат (и одновременно с запросом на шлюзе сформируется контейнер). 
Подробно об этой команде по ссылке
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FUtil_reference%2Fcert_mgr_create.htm

2. Перенести созданный запрос на сертификат на УЦ (в его web интерфейс) и создать по нему локальный сертификат 
3. Перенести созданный сертификат в файловую систему шлюза и импортировать его на шлюз с помощью команды cert_mgr import 
Подробно о команде по ссылке
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FUtil_reference%2Fcert_mgr_import.htm

Пример вышеуказанного процесса по ссылке ниже
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FAppendix%2F%D0%9F%D0%BE%D0%BB%D1%83%"
Вопрос 1:Стерра Шлюз 100. Есть какие-либо ограничения по использованию оборудования в вертикальном положении?Т.к. в правилах пользования ничего не сказано про установку и монтаж Стерра Шлюз 100, ограничения на вертикальное размещение отсутствует?;"Ответ 1:Правила Пользования оборудование прописано тут:
https://doc.s-terra.ru/pdf_rlf/4_3/Rules-GI.pdf

Обычно, шлюзы ставят в стойку в горизонтальном положении ( широкой частью ).Скорее всего нет ограничений.Тут нужно скорее понимать, что если это коробочка небольшая, то можно.
Если стоечное железо, то не надо (может быть даже и заработает - но проверять не рекомендуем)."
Вопрос 1:В данный момент изменяется сетевой адрес Стерра КП и интерфейса на Стерра Шлюз (в той же подсети, что и Стерра КП)Как изменить настройки подключения Стерра Шлюз к Стерра Шлюз?;"Ответ 1:1. Задайте IP адес сервера управления в настройках С-Терра КП;
2. выпустите установочный пакет для КШ (крипто шлюз);
3. перенесите setup_upagent на кш и установите его;
4. из основного окра С-Терра КП сделайте запрос данных с КШ.

Задание IP адреса сервера управления:
https://doc.s-terra.ru/rh_output/4.3/KP/output/index.htm#t=mergedProjects%2FAdmin_guide%2F%D0%97%D0%B0%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_IP-%D0%B0%D0%B4%D1%80%D0%B5%D1%81%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B2%D0%B5%D1%80%D0%B0_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F.htm"
Вопрос 2:Если ли возможность прислать ссылку на документацию по выпуску установочного пакета для КШ ?;"Ответ 2:Ссылка ниже:
https://doc.s-terra.ru/rh_output/4.3/Scenarios/output/index.htm#t=mergedProjects%2Fver_4_3_scn_1_11_KP_deploy%2Fver_4_3_scn_1_11_KP_deploy.htm%23%D0%9F%D0%BE%D0%B4%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BA%D1%80%D0%B8%D0%BF%D1%82%D0%BE%D1%88%D0%BB%D1%8E%D0%B7%D0%B0bc-17&rhtocid=_6_0_4_8"
Вопрос 3:как быть с клиентами С-терра, которые установлены на WIN?им нужно тоже переделывать пакеты и устанавливать локально на WIN или можно при подключении VPN отправить команду для миграции на новый сервер КП и шлюз?;Ответ 3:С Клиентами на Win можно аналогично выпустить установочные пакеты и передать для установки агента. После запросить данные VPN.
Вопрос 4:новые дистрибутивы клиента Стерра и агента обновления можно ставить поверх? Выпускать новый пакет необходимо с нуля или можно изменить в Стерра КП клиента и выгрузить новый пакет?Данные пакеты (2 шт.) можно установить поверх существующих пакетов (client updater)?;Ответ 4:С самого начала конечно можно сделать дистрибутив, но так как это раньше работало, достаточно будет передать и устаровить только setup_upagent.exe.
Вопрос:Есть ли рекомендации по использованию bfd ?У нас появилась потребность на работающие bgp-соседства добавить более строгий контроль чем позволяют таймеры протокола маршрутизации.;"Ответ:В версии 4.3 поддержки bfd нет.
Данная возможность появится в версии 5.0"
Вопрос:На почту не приходит реестр оборудования;"Ответ:Прошу прощения за предоставленные неудобства в пользовании Личного кабинета.

Проверяем, пожалуйста, ожидайте."
Вопрос:есть ли возможность сообщить серийные номера следующих устройств;Ответ:данные вопросы не являются техническими и находятся в ведении Вашего аккаунт-менеджера от нашей компании
Вопрос:правильно ли я понимаю, что доступ по телнету отключен на всех КШ. Подключение возможно только по SSH?из теста на оборудовании телнет не может подключится к КШ;"Ответ:Шлюз будет отвергать telnet запросы. 
Telnet не является защищенным протоколом, поэтому 
используется SSH."
Вопрос:Можно ли восстановить ВМ целиком, может ли такое восстановление вызвать проблемы?;"Ответ:В теории, проблем быть не должно.
Проверенные способы резервного копирования и восстановления сервера управления, описаны в документации:
https://doc.s-terra.ru/rh_output/4.3/KP/output/index.htm#t=mergedProjects%2FBackup%2F%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F_%D0%BF%D0%BE_%D1%80%D0%B5%D0%B7%D0%B5%D1%80%D0%B2%D0%BD%D0%BE%D0%BC%D1%83_%D0%BA%D0%BE%D0%BF%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E_%D0%B8_%D0%B2%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8E_%D0%A1%D0%B5%D1%80%D0%B2%D0%B5%D1%80%D0%B0_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F1.htm"
Вопрос 2:Как правильно обновить сертификат?;"Ответ 2:Если закончился Work сертификат на С-Терра КП ,то для перевыпуска необходимо нажать на кнопку renew

https://doc.s-terra.ru/rh_output/4.3/KP/output/index.htm?rhsyns=%20#t=mergedProjects%2FAdmin_guide%2F%D0%A1%D0%BE%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B5%D0%B3%D0%BE_%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%D0%B0.htm&rhsearch=cisco-like%20policy&rhsyns=%20"
Вопрос 1:как узнать номер лицензии?;Ответ 1:Номер лицензии на С-Терра клиент можно посмотреть в выводе команды  lic_mgr.exe show (утилита находится в каталоге С-Терра Клиент).
"Вопрос 2:Перестал заходить на портал s-terra client 4.3
нету адресных строк в vpn  не могу зайти на сайт и в арм";"Ответ 2:Судя по сообщению Searching local certificate failed, Reason: not foundна клиенте проблема с локальным сертификатом. 
Вероятно, закончился  его срок действия."
Вопрос 3:если закончился сертификат то как его продлить?;"Ответ 3:Вам необходимо обратиться в компанию, которая предоставила установочные пакеты, чтобы они для Вас сформировали новый установочный пакет S-Terra Client с новым локальным сертификатом.
Далее на ПК нужно будет удалить старого клиента (через установка/удаление программ), перезагрузить ПК, установить нового клиента."
Вопрос 1:Не работает С-Терра КП, с поврежденной БДПодскажите порядок действий, чтобы не нарушить работающую сеть и восстановить конфигурацию С-Терра КП после переустановки.резервной копии из С-Терра КП нет.Было настроено автоматическое резервирование.;"Ответ 1:Выполните бэкап ОС, если вы используете ВМ, то выполните резервное копирование ВМ. Далее установите КМ и выполните восстановление по инструкции ниже:
https://doc.s-terra.ru/rh_output/4.3/KP/output/index.htm#t=mergedProjects%2FBackup%2F%D0%92%D0%BE%D1%81%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%A1%D0%B5%D1%80%D0%B2%D0%B5%D1%80%D0%B0_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F.htm"
Вопрос 1:Хотелось бы исключить из шифрования трафик этого узла и чтобы С-Терра отрабатывала как обычный маршрутизатор.;"Ответ 2:Если речь про это

ip access-list extended IPSEC_DMVPN
 deny   ip host 172.27.23.5 any
 deny   icmp host 172.27.23.2 any
 deny   udp host 172.27.23.2 any
 deny   tcp host 172.27.23.2 any
 deny   ip host 172.27.23.2 host 224.0.0.5
 deny   ip host 172.27.23.2 host 224.0.0.6
 deny   ip host 172.27.23.2 host 224.0.0.18
 permit ip host 172.27.23.2 any

deny   ip host 172.27.23.5 any

то верно."
Вопрос 1:ниже представлены параметры и алгоритмы, зафиксированые у меня. Насколько они соответствуют подключениям на данный момент?;Ответ 1:Данные порты для построения защищенного соединения не изменились.
Вопрос 1:Как можно пересоздать work сертификат?;"Ответ 1:Если закончился Work сертификат на С-Терра КП ,то для перевыпуска необходимо нажать на кнопку renew

https://doc.s-terra.ru/rh_output/4.3/KP/output/index.htm?rhsyns=%20#t=mergedProjects%2FAdmin_guide%2F%D0%A1%D0%BE%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B5%D0%B3%D0%BE_%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%D0%B0.htm&rhsearch=cisco-like%20policy&rhsyns=%20"
Вопрос 2:Как перевыпустить сертификат если утерян пароль к контейнеру?;"Ответ 2:В таком случае придется перевыпускать новый СА и потом на основании него новый work сертификат.

У нас в Руководстве администратора на С-Терра КП 
даже есть предупреждение:
==
Внимание!
Рекомендуется создать резервную копию ключевого контейнера и CA сертификата сервера управления.

=====

После этого необходимо будет для каждого заведенного клиента в КП передать новый setup_upagent.sh ( с новыми данными).

Через обновление не получиться, потому что оно будет подписано другими сертификатами.
Это придется делать в ручном режиме..

Или же скопировать на каждого клиента из КП только СА сертификат.




на шлюзе он лежит тут: На шлюзе /opt/UPAgent/etc/cacert.cer
на КП тут: c:\programdata\UpServer\certs\cacert.cer

C КП можно скопировать этот новый СА на шлюзы в указанное место.
Только убедиться, что копируется новый СА КП."
Вопрос 1:Хотим запретить весь IP трафик через access-list, кроме указанных адресов. Однако при написании листа и его подвязке к соответствующему интерфейсу, ничего не меняется, трафик точно так-же проходит.;"Ответ 1:Насколько понимаем, у Вас используется DMVPN. 
Если да, то уточните, пожалуйста, следующее

1. трафик, который Вы пытаетесь запретить, должен выходить с внешнего интерфейса   UsbEthernet0 в открытом виде или он проходит в рамках vpn туннеля (инкапсулируется в gre, 
шифруется, инкапсулируется в esp)?
2. есть ли такие пакеты в дампе на UsbEthernet0 (команда tcpdump -vvv -i usb0) ? 

Если в дампе таких пакетов нет, но при этом Вы определяете что трафик, подлежащий запрету проходит (например, смотрите на другой стороне) - это значит, что он проходит в рамках vpn туннеля. 
Тогда, указанный ACL нужно вешать на in,  на внутренний интерфейс данного шлюза (через который на шлюз этот  трафик заходит). 

Строки 
deny ip any any 
deny tcp any any

в таком ACL избыточны. По умолчанию ACL запрещает все, что не разрешено явно."
Вопрос 2:gre и esp через tcpdump не наблюдается;"Ответ 2:В таком случае, могу предположить, что у вас настроен changeroutes и трафик пошёл на другой интерфейс.

Уберите, пожалуйста, правило ACL ARM_OUT-1 с интерфейсов и пришлите следующие данные отдельными текстовыми файлами:
cisco-like  конфигурацию
вывод ip route 
tcpdump -vvv -i usb0 host 195.XXX.XXX.11
tcpdump -vvv -i <второй внешний интерфейс> host 195.XXX.XXX.11"
Вопрос 1:На машине с клиентом в папке %TEMP% отсутствует папка vpnsvc.Подскажите пожалуйста что можно сделать, как найти более подробную информацию по данной ошибке;"Ответ 1:Требуется включить логирование в ""Клиенте"":

В cmd, из папки - C:\Program Files\S-Terra Client, под учётной записью администратора 
требуется выполнить  команды: 
    log_mgr set-syslog -y enable
    log_mgr set -filelog -y enable 

И логирование уровня debug на шлюзе: в cisco-like консоли  шлюза ввести команду logging trap debugging и повторить попытку построения туннеля.
Далее, после очередного обрыва подключения, требуется проанализировать лог файлы:
С ""Клиента"" - %:\ProgramData\s-terra\vpn_client_filelog.log
и
Со шлюза - /var/log/cspvpngate.log"
Вопрос 1:Как узнать номер лицензии ?;Ответ 1:На С-Терра Шлюз номер можно получить в выводе команды lic_mgr show или cat /opt/VPNagent/bin/agent.lic — параметр LicenseNumber.Для С-Терра  Клиент в выводе команды  lic_mgr.exe show (утилита находится в каталоге С-Терра Клиент).Для С-Терра КП — в файле c:\ProgramData\UPServer\upserver.lic, или в окне Set License, вкладки Settings.Или, для любого продукта, на бумажном оригинале лицензии.
Вопрос 1:Наблюдаем проблему пропадания BGP маршрута на КШ. В момент пропадания BGP КШ становится не доступен по сети.Можно ли, без демонтажа оборудования определить проблема в КШ или в коммутаторе, куда подключен КШ.;"Ответ 1:Пришлите, пожалуйста, выводы:
-ip a
-ip -s linkподключены ли интерфейсы eth1 и eth2 к активному оборудованию?
Есть ли линки физически?

Пришлите, пожалуйста:

-файл /etc/ifaliases.cf
-файл /etc/network/interfaces
-выводы 
ethtool eth0
ethtool eth1
ethtool eth2"
Вопрос 1:не включается, дергаются вентиляторы и не стартует;"Ответ 1:Для решения проблемы можно попробовать:

1. Отключить все переферийные устройства и питание от платфомы; 2. Снять верхнюю крышку; 3. Отсоединить батарейку из разъема J4A1 и подождать 1 минуту; 4. Подключить батарейку в J4A1 и собрать платформу; 5. Подать питание и дождаться загрузки платформы.

Если вышеуказанное не поможет, проверить включение с заведомо исправным блоком питания  (если есть такая возможность). 

Если и это не поможет, то по всей видимости понадобится диагностика данного шлюза в нашем офисе."
Вопрос 1:Для подготовки инструкции для выездных инженеров требуется информация по индикации портов Стерра Шлюз 100 исполнения 3-5 и стандарт.Скорость порта - световая индикация.;"Ответ 1:На шлюзах lanner nca-1010 нет индикации на rj45 портах.
Вот тут есть картинки:
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FAppendix%2F%D0%90%D0%9F_LN-S.htm

и далее подряд другие АП."
Вопрос 1:просьба помочь разобраться в причине потери пакетов согласно приложенной схемы;"Ответ 1:Уточните пожалуйста, какие именно пакеты теряются, и как Вы наблюдаете потери пакетов?

Какой на данный момент uptime на шлюзе?
Пришлите пожалуйста, вывод команды top.


Предлагаю посмотреть через klogview -l -f 0xFFFFFF
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FUtil_reference%2Fklogview.htm

Если, по klogview drop'ов пакетов, которые теряются - нет, значит проблема не на S-Terra GATE."
Вопрос 1:При добавлении файла pbr в каталог, сервис Networking не запускается. Ошибка: Failed to start Raise network interfaces.Подскажите, где посмотреть на что именно ругается?все файлы созданыПосле добавление прав на запуск этим файлам, сделал перезагрузку шлюза;Ответ 1:стоит кодировка Windows (CR LF), Linux в скриптах не понимает CR (возврат каретки), необходимо сохранять файлы в Unix (LF) (во вложении)
Вопрос 2:Нет возможности перезагрузить шлюз 7000В настройках FRR пишет!interface gre9801ip ospf network broadcast!interface gre9901ip ospf network broadcastРестарт сервисов Networking, FRR, vpndrv не помогаетв какой последовательности надо перезапустить их чтобы изменить тип сети broadcast GRE интерфейсов?;"Ответ 2:Без перезагрузки никак, но перед этим выполнить:
https://doc.s-terra.ru/rh_output/4.3/Scenarios/output/index.htm#t=mergedProjects%2Fver_4_3_scn_2_04_ISP_redundancy_GRE%2Fver_4_3_scn_2_04_ISP_redundancy_GRE.htm%23%D0%9D%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0_%D0%BF%D0%BE%D1%80%D1%8F%D0%B4%D0%BA%D0%B0bc-22&rhtocid=_1_7_4_4_5_7"
Вопрос 3:Маршруты по OSPF нормально перемещаются между роутерами, но почему-то не хотят устанавливаться в таблицу маршрутизации;"Ответ 3:Попробуйте обновить frr до версии 8.2.2, исправлены некоторые функции.

Находится в Личном кабинете - Материалы для загрузки - Дополнительные пакеты, исправление проблем и уязвимостей в ПО - Пакет динамической маршрутизации FRR версии 8.2.2 для ""С-Терра Шлюз"" 4.3 всех классов. Инструкция по установке располагается в файле README.txt."
"Вопрос 4:конфиг слетел, при создании его заново, выдает ошибку:This command is deprecated, because it is not VRF-aware.Please, use ""ip ospf passive"" on an interface instead.";"Ответ 4:В конфигурации frr все интерфейсы ip ospf network broadcast
При добавлении в систему GRE интерфейса, при перезапуске сервисов networking и vpndrv во время работы FRR, тип сети GRE интерфейсов в FRR меняется на broadcast и получение маршрутов через GRE интерфейс приостанавливается.

В этом случае не кому отвечать."
Вопрос 5:не пересчитал links_verify updateи шлюз теперь просто перезагружается;"Ответ 5:Можно пересчитать через UpFlash.

Образ флешки можно скачать из ЕЛК или по ссылке:
https://cloud.s-terra.com/index.php/s/3qrcxqWbzS284Pr/download
Создание UpFlash:
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FRestore%2F%D0%A1%D0%BE%D0%B7%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B7%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%BE%D1%87%D0%BD%D0%BE%D0%B3%D0%BE_USB_%D0%BD%D0%B0%D0%BA%D0%BE%D0%BF%D0%B8%D1%82%D0%B5%D0%BB%D1%8F_%D1%81_Upflash_%D0%BD%D0%B0_%D0%BA%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80%D0%B5_%D0%BF%D0%BE%D0%B4_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC_%D0%9E%D0%A1_Windows.htm

и следовать инструкции
https://doc.s-terra.ru/rh_output/4.3/Gate/output/index.htm#t=mergedProjects%2FRestore%2F%D0%97%D0%B0%D0%BF%D1%83%D1%81%D0%BA_Upflash.htm

 
пункт в инструкции ( в самом конце):
В подменю Advanced присутствуют следующие пункты (см. Рисунок 19):
• Recalculate Hashes On S-Terra Gate OS – позволяет выполнить пересчет контрольных с"
Вопрос 6:как запустить две утилиты одновременно, ведь после запуска одной утилиты требуется нажать ctrl-c чтобы выйти и ввести новую команду?;"Ответ 6:Чтобы запустить команду в фоне, необходимо ввести ее название и добавить в конец строчки знак эмперсанда &. Он указывается после пробела. К примеру:
tcpdump -i any -w /tmp/local_gate1.pcap &

Затем выполнить вторую.

Для вывода процесса из бекграунда нужна команда fg. Если ее ввести без указания номера задания, система по дефолту выведет из фона последний запущенный процесс.
Чтобы вывести из background в Линуксе конкретное задание, нужна команда:
fg [1]

Либо запустить команды в двух ssh сессиях"
